,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
1170.599,0.33066454,0.33208094,0.33331192,0.33439866,0.33535373,0.33621555,0.33692291,0.33780399,0.33902874,0.3398363,0.3410827,0.34234563,0.34397545,0.34507776,0.34682578,0.34908826,0.35169633,0.35474178,0.35805084,0.36127074,0.36529009,0.37070743,0.37624217,0.38277574,0.39028478,0.39858627,0.40780192,0.4177389,0.42823316,0.4381458,0.44632144,0.45434417,0.46215778,0.46865262,0.47577016,0.48257764,0.48966033,0.49677268,0.50319999,0.5097801,0.51564062,0.52129958,0.52605133,0.52971207,0.53330052,0.53708638,0.54116379,0.54504666,0.5481824,0.55180464,0.55482602
1172.527,0.32879014,0.33015144,0.33138222,0.33243436,0.33344393,0.33423495,0.33492751,0.33584099,0.33695434,0.3377541,0.3390582,0.34031513,0.34193945,0.34310676,0.34489338,0.34726486,0.34991113,0.35306898,0.35652224,0.35990914,0.36403649,0.36973403,0.37542017,0.38228714,0.39011188,0.39867677,0.40820352,0.4186145,0.42926266,0.4392005,0.44711574,0.45491887,0.46248188,0.46869952,0.47566986,0.48241214,0.48934133,0.49616758,0.50267429,0.509279,0.51512712,0.52086608,0.52584473,0.52968527,0.53346572,0.53751948,0.54190859,0.54609986,0.5493882,0.55334124,0.55663732
1174.456,0.32725964,0.32867234,0.32988342,0.33092726,0.33187043,0.33266725,0.33340681,0.33430689,0.33543704,0.3362642,0.3375517,0.33881943,0.34049505,0.34167746,0.34344348,0.34596876,0.34865053,0.35185828,0.35537864,0.35890544,0.36317029,0.36904393,0.37499807,0.38202514,0.39009208,0.39889867,0.40869592,0.4194945,0.43030266,0.4401567,0.44787294,0.45544937,0.46287938,0.46895462,0.47578336,0.48226104,0.48901853,0.49594218,0.50230999,0.5088064,0.51469672,0.52051248,0.52557523,0.52963557,0.53369362,0.53789678,0.54263279,0.54710886,0.5507952,0.55489774,0.55836072
1176.384,0.32615854,0.32753134,0.32866342,0.32977906,0.33070393,0.33151675,0.33225451,0.33314529,0.33429004,0.3351501,0.3364192,0.33774443,0.33938755,0.34067356,0.34247838,0.34497156,0.34778663,0.35104358,0.35470154,0.35824974,0.36266529,0.36870173,0.37478617,0.38199684,0.39027128,0.39932467,0.40937312,0.4203506,0.43128636,0.4411091,0.44863654,0.45602557,0.46316138,0.46915552,0.47577746,0.48216314,0.48873833,0.49564968,0.50189709,0.5084823,0.51439852,0.52038558,0.52566303,0.52987787,0.53414112,0.53869078,0.54362939,0.54846656,0.55239,0.55686414,0.56056632
1178.313,0.32572504,0.32698534,0.32818162,0.32920776,0.33012133,0.33098745,0.33162261,0.33252979,0.33365064,0.3344607,0.3357509,0.33705943,0.33877115,0.33998736,0.34184738,0.34440006,0.34718433,0.35055378,0.35423894,0.35788524,0.36240639,0.36861633,0.37477297,0.38213424,0.39053688,0.39964717,0.40982992,0.4209862,0.43201466,0.4417237,0.44909204,0.45612017,0.46310098,0.46880982,0.47522566,0.48156824,0.48800063,0.49468418,0.50108139,0.5075011,0.51349362,0.51953288,0.52482213,0.52929977,0.53375672,0.53853928,0.54382229,0.54890116,0.5531311,0.55769984,0.56167342
1180.241,0.32537224,0.32671714,0.32790232,0.32892346,0.32985423,0.33062825,0.33130491,0.33218259,0.33332314,0.3341257,0.335379,0.33672373,0.33841755,0.33963666,0.34155888,0.34405706,0.34699783,0.35035348,0.35402734,0.35776604,0.36237419,0.36861363,0.37481237,0.38230164,0.39071788,0.40001637,0.41025982,0.4214126,0.43253746,0.4421001,0.44922344,0.45613397,0.46284608,0.46839502,0.47463686,0.48064084,0.48703963,0.49364458,0.49977039,0.5062026,0.51215532,0.51812688,0.52355373,0.52809637,0.53269592,0.53758478,0.54303109,0.54829956,0.5527519,0.55757414,0.56177852
1182.17,0.32532234,0.32666914,0.32783142,0.32879996,0.32971453,0.33047695,0.33116591,0.33200199,0.33319164,0.3339563,0.3352924,0.33652453,0.33828595,0.33947636,0.34143948,0.34394806,0.34688073,0.35027868,0.35406204,0.35784064,0.36244529,0.36866403,0.37496197,0.38248054,0.39093578,0.40022357,0.41052772,0.4216735,0.43276996,0.4421199,0.44894894,0.45569617,0.46223568,0.46761692,0.47363016,0.47946544,0.48565613,0.49205128,0.49810069,0.5045162,0.51046092,0.51645168,0.52187833,0.52655897,0.53141192,0.53649368,0.54206629,0.54746416,0.5520907,0.55713224,0.56144032
1184.098,0.32579704,0.32709634,0.32827912,0.32919386,0.33007883,0.33090325,0.33155841,0.33240609,0.33353194,0.3343132,0.3355502,0.33691253,0.33855075,0.33984106,0.34177528,0.34429266,0.34714053,0.35057808,0.35438594,0.35814674,0.36274169,0.36893163,0.37527257,0.38269564,0.39113078,0.40040637,0.41066782,0.421797,0.43282096,0.4420291,0.44860764,0.45507487,0.46143548,0.46651702,0.47236916,0.47810504,0.48408733,0.49038068,0.49630719,0.50266,0.50855362,0.51466228,0.52017553,0.52489507,0.52987212,0.53516538,0.54088619,0.54646666,0.5512615,0.55657174,0.56099152
1186.027,0.32636224,0.32769554,0.32884442,0.32981396,0.33071433,0.33145805,0.33211071,0.33300459,0.33410634,0.3348641,0.336106,0.33743183,0.33911315,0.34032526,0.34232888,0.34483546,0.34766593,0.35117868,0.35490344,0.35869274,0.36327879,0.36950573,0.37575897,0.38309814,0.39153568,0.40075437,0.41098572,0.4220878,0.43297646,0.4419567,0.44835794,0.45465837,0.46079728,0.46575012,0.47145846,0.47691334,0.48288723,0.48898578,0.49473219,0.50104,0.50682932,0.51294468,0.51848093,0.52334337,0.52847082,0.53402578,0.53998939,0.54568656,0.5506459,0.55608584,0.56079772
1187.955,0.32729704,0.32859664,0.32970682,0.33065526,0.33154813,0.33237425,0.33292751,0.33386149,0.33485324,0.3356921,0.3369583,0.33819203,0.33994125,0.34120186,0.34306488,0.34562276,0.34848733,0.35194828,0.35570174,0.35943874,0.36397399,0.37015743,0.37636507,0.38376644,0.39212268,0.40127767,0.41139222,0.4224284,0.43322286,0.4420562,0.44824364,0.45434297,0.46028218,0.46498342,0.47048746,0.47592384,0.48165123,0.48777958,0.49349179,0.4996594,0.50553422,0.51172208,0.51736313,0.52234037,0.52773202,0.53334488,0.53959799,0.54552416,0.5507243,0.55641894,0.56118102
1189.884,0.32869004,0.33002304,0.33105802,0.33205556,0.33289333,0.33366665,0.33423561,0.33511029,0.33611564,0.3369022,0.3381808,0.33942133,0.34106155,0.34232676,0.34423148,0.34670026,0.34960873,0.35299718,0.35669194,0.36039094,0.36484909,0.37104183,0.37715937,0.38451994,0.39273528,0.40178377,0.41185502,0.4227103,0.43345666,0.4419969,0.44805234,0.45386297,0.45965038,0.46424272,0.46952716,0.47486024,0.48051423,0.48642838,0.49216549,0.4983429,0.50424292,0.51039228,0.51607553,0.52126237,0.52673522,0.53264588,0.53901359,0.54515346,0.5505049,0.55638284,0.56125982
1191.812,0.33018194,0.33151324,0.33261522,0.33350086,0.33436633,0.33513495,0.33568971,0.33658939,0.33759114,0.3383645,0.339608,0.34083183,0.34246675,0.34369076,0.34556408,0.34808886,0.35095023,0.35428788,0.35796354,0.36160384,0.36608719,0.37212803,0.37819657,0.38549064,0.39363078,0.40259997,0.41252532,0.4232802,0.43388976,0.4423154,0.44813294,0.45374737,0.45930718,0.46384142,0.46905806,0.47414744,0.47975983,0.48554038,0.49116509,0.4973499,0.50314192,0.50929078,0.51511133,0.52042097,0.52602222,0.53207128,0.53861549,0.54493206,0.5504662,0.55644224,0.56151872
1193.741,0.33221524,0.33346264,0.33449872,0.33540676,0.33627153,0.33700075,0.33759201,0.33837749,0.33938664,0.3401701,0.3413715,0.34258273,0.34415325,0.34536926,0.34728308,0.34968126,0.35254133,0.35585388,0.35950914,0.36311804,0.36754699,0.37356253,0.37955647,0.38671914,0.39478838,0.40361367,0.41340132,0.424106,0.43461236,0.4428116,0.44843584,0.45391667,0.45933078,0.46367032,0.46872386,0.47376714,0.47914253,0.48494788,0.49049469,0.4965969,0.50252032,0.50877198,0.51468893,0.52003227,0.52584222,0.53196328,0.53876339,0.54542256,0.5510798,0.55718054,0.56248722
1195.669,0.33460954,0.33587504,0.33696712,0.33783276,0.33867103,0.33930095,0.33987881,0.34068459,0.34159924,0.3423069,0.3434923,0.34466343,0.34627595,0.34740476,0.34922548,0.35163126,0.35437553,0.35767048,0.36121634,0.36485524,0.36907059,0.37502083,0.38095837,0.38794094,0.39592058,0.40458317,0.41434122,0.4249552,0.43513886,0.4432368,0.44868134,0.45400977,0.45919548,0.46341302,0.46835866,0.47324434,0.47851763,0.48425628,0.48978329,0.4958313,0.50177962,0.50803428,0.51413223,0.51951457,0.52543642,0.53176168,0.53866759,0.54548456,0.5512506,0.55754214,0.56294582
1197.598,0.33713944,0.33830134,0.33940252,0.34029676,0.34111273,0.34178165,0.34229341,0.34304769,0.34401764,0.3446135,0.3457707,0.34693323,0.34844725,0.34961526,0.35135628,0.35372306,0.35644253,0.35964378,0.36311014,0.36664344,0.37085409,0.37670953,0.38250157,0.38945754,0.39727208,0.40592037,0.41543062,0.4259012,0.43605546,0.4439222,0.44917084,0.45430527,0.45947718,0.46353882,0.46831056,0.47307004,0.47827293,0.48390968,0.48930909,0.4953309,0.50125372,0.50753418,0.51357803,0.51916457,0.52524582,0.53164078,0.53869509,0.54560976,0.5516068,0.55801634,0.56360192
1199.526,0.34011234,0.34127514,0.34237692,0.34317436,0.34394823,0.34459135,0.34506871,0.34572299,0.34667394,0.3472842,0.3483991,0.34948763,0.35096225,0.35202816,0.35377428,0.35606766,0.35873973,0.36187728,0.36529764,0.36871464,0.37291229,0.37867083,0.38432657,0.39123334,0.39898558,0.40745057,0.41685992,0.4271298,0.43700986,0.4447944,0.44991424,0.45475737,0.45985708,0.46370702,0.46839116,0.47305264,0.47813733,0.48365628,0.48909589,0.4951353,0.50099592,0.50740048,0.51347043,0.51925107,0.52546092,0.53214008,0.53929509,0.54639426,0.5525245,0.55912404,0.56485542
